PART,CONDITION
EXHAUST SYSTEM,DIRT
FUSES BLOWN,Not Detected
AC COMRESSOR OBSOLETE,Not Detected
VALVE,INOP
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
COOLER,LEAKING
HEATER,FAULTY
VENT FAN,CORROSION
VENT FAN,CORROSION
ACCESS PANEL,MISSN
Not Detected,NOT SEATING
LAGGING,Not Detected
VENT SYSTEM,DETERIORATED
FCU,NOT POWERING
Not Detected,OUT OF CALIBRATION
VENT SYSTEM,CLEANING
G INSPECTION,Not Detected
Not Detected,7H INSPECTION
7N INSPECTION,Not Detected
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
ANNOUNCING SYSTEMS ASSES,"CAPS,"
LAGGING,CRACKED
HARDWARE,MISSING
Not Detected,PAINT
FCU FILTER,Not Detected
EXHAUST FAN,Not Detected
FAN COIL UNIT,LEAKING
FCU,CORROSION
2CHW-9V287,REPLACEMENT
COMPRESSOR,Not Detected
MOV,INOPERABLE
EXHAUST SYSTEM,DIRT
MOTOR,MISSING
EXHAUST SYSTEM,DIRT
EXHAUST SYSTEM,DIRT
EXHAUST SYSTEM,DIRT
SUPPLY SYSTEM,DIRT
EXHAUST SYSTEM,DIRT
VENT EXHAUST SCREEN,DEGRADED
TRADES,Not Detected
TILE,BROKEN
Not Detected,REPLACEMENT
Not Detected,PMS
SUCTION VALVE,Not Detected
DUCT COIL,CORROSION
SCREEN,MISSING
THERMOSTAT,OUT OF CALL
VENT SYSTEM,DIRTY
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
VENTHILATION,CORRODED
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
CONDENSER CLEANING,Not Detected
A/C PLANT CHILLED WATER,POET
COOLING COIL,Not Detected
Not Detected,INSPECTION
Not Detected,INSPECTION
PART,MISSING
HANDWHEEL,MISSING
LABEL PLATE,MISSING
TERMINAL DIFFUSER,DAMAGED
RESILIENT MOUNTS,DEGRADED
VLV OPERATOR,LAGGED
AIR FILTERS,DIRTY
COMPRESSOR SHAFT,LEAKS
ACTUATOR,OUT OF DATE
MOTOR,GROUNDED
FASTENERS,STRIPPED
SCREWS,MISSING
Not Detected,MISSING
ACCESS PANEL,DAMAGE
VENTILATION,INOP
CWCV ACTUATOR,INOP
THERMOSTAT,BENT
VGD,OUT OF ADJUSTMENT
CWCV,OUT OF ADJUSTMENT
Not Detected,LIGHT
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
PREHEATER,CORRODED
FAN MOTOR,NOT RUNNING
DIFFUSER,MISSING
6MC SPEAKERS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
Not Detected,MISSING
Not Detected,MISSING
LAGGING,MISSING
AIR FILTERS,DIRTY
PROPULSION VENTILATION,"CAPS,"
SCREWS,MISSING
LABEL PLATE,MISSING
HANDWHEEL NUT,MISSING
FAN BLADES,DIRTY
REFRIGERANT,OUT OF SPEC
CWCV,OUT OF DATE
Not Detected,LIGHT
MOISTURE INDICATOR,DETRIORATED
CONDUIT,BROKEN
REFRIGERANT,OUT OF SPEC
GAUGE,MISSING
JACKING STEM,DAMAGED
MOISTURE INDICATOR,FAULTY
CONDUIT,BROKEN
CONDUIT,BROKEN
CONDUIT,BROKEN
COMPRESSOR SHAFT,LEAKS
CWCV,OUT OF ADJUSTMENT
Not Detected,DETERIORATED
MOISTURE INDICATORS,FAULTY
REFRIGERANT,OUT OF SPEC
REFRIGERANT,LEAKS
REFRIGERANT,OUT OF SPEC
Not Detected,DETERIORATED
FLOW METER,DETERIORATED
THERMISTOR INACCURATE,Not Detected
MOISTURE INDICATORS,FAULTY
VGD,OUT OF ADJUSTMENT
CWCV,DETERIORATED
Not Detected,CHARGE
Not Detected,SUMP OIL TEM
Not Detected,DETERIORATED
SW PUMP,LEAKS
COMPRESSOR SHAFT,LEAKING
REFRIGERANT,OVERCHARGED
REFRIGERANT,OUT OF SPEC
CWCV,DETERIORATED
MOISTURE INDICATORS,FAULTY
REFRIGERANT,OUT OF SPEC
COMPRESSOR SHAFT,LEAKING
HAVE DESICCANT,Not Detected
CWCV,OUT OF ADJUSTMENT
Not Detected,DETERIORATED
MOISTURE INDICATORS,FAULTY
REFRIGERANT,OUT OF SPEC
Not Detected,LEAKS
PPO COMPRESSOR,Not Detected
CHILLER,DIRTY
SHAFT,OUT OF DATE
VGD,OUT OF ADJUSTMENT
CWCV,DETERIORATED
VACUUM CONNECTION,TWISTED
Not Detected,MISSING
REFRIGERANT,LEAKS
Not Detected,LIGHT
COMPRESSOR SHAFT,LEAKS
MOTOR AMPS,Not Detected
OVERLOADS,Not Detected
Not Detected,LIGHT
AMPERAGE IMBALANCE,Not Detected
AMPERAGE IMBALANCE,Not Detected
AMPERAGE IMBALANCE,Not Detected
AMPERAGE IMBALANCE,Not Detected
MOTOR AMPS,Not Detected
MOTOR AMPS,Not Detected
AMPERAGE IMBALANCE,Not Detected
HEATERS,OVERLOAD
AMPERAGE IMBALANCE,Not Detected
SOFTWARE VERSION,WRONG
OVERLOAD HEATER,Not Detected
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
OVERLOAD HEATER,TOO LARGE
OVERLOAD HEATER,TOO LARGE
OVERLOAD HEATER,TOO SMALL
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,AMPERAGE EXCEEDS
FAN MOTOR,AMPERAGE EXCEEDS
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
OVERLOAD HEATER,TOO LARGE
OVERLOAD HEATER,TOO LARGE
OVERLOAD HEATER,TOO LARGE
OVERLOAD HEATER,TOO SMALL
OVERLOAD HEATER,TOO SMALL
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
OVERLOAD HEATER,TOO LARGE
OVERLOAD HEATER,TOO SMALL
OVERLOAD HEATER,TOO SMALL
FAN MOTOR,EXCEEDS AMPERAGE
OVERLOAD HEATER,TOO SMALL
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
FAN MOTOR,EXCEEDS AMPERAGE
OVERLOAD HEATER,TOO LARGE
5AC PPO UNIT,DAMAGED
10AC PPO UNIT,DAMAGED
AC DAMAGED,PPO
AC DAMAGED,PPO
AC DAMAGED PPO,Not Detected
CHILLWATER VLV,Not Detected
CHILL WATER,Not Detected
CHILL WATER,LEAKBY
Not Detected,CONTROLLER OOC
SCREWS,MISSING
VENTILATION OUTLET PLENUMS,Not Detected
CUT LAGGING,Not Detected
AIR FILTERS,DIRTY
Not Detected,PT NEEDS CALIBRATION
FILTERS,DIRT
CHILLWATER VLV,Not Detected
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
LABEL PLATES,MISSING
PUMP FOUNDATION,RUST
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
A/C PLANT CHILLED WATER,POET
VENT SYSTEM,DIRTY
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
POTABLE VALVE,STRIPPED
POTABLE VALVE,STRIPPED
VENTILATION OUTLET PLENUMS,Not Detected
INDICATOR,FAULTY
COOLING COIL,DIRTY
VENTILATION ASSESMENT,Not Detected
BOLT,MISSING
& INSULA,DETERIORATED
AIR FILTERS,DIRTY
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
DUCTING,DETERIORATED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
DECK,CORROSION
DEFECTIVE MODULE,Not Detected
DEFECTIVE MODULE,Not Detected
DEFECTIVE MODULE,Not Detected
DEFECTIVE MODULE,Not Detected
DEFECTIVE MODULE,Not Detected
DEFECTIVE MODULE,Not Detected
DEFECTIVE MODULE,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
Not Detected,FAULTY
AIR FILTERS,DIRTY
AIR FILTERS,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
PART,MISSING
PART,MISSING
PART,MISSING
PART,MISSING
PART,MISSING
PART,MISSING
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
Not Detected,BLAST
INTERCEPTOR,HOOD
AIR CONDITIONING PLANT,POET
VALVE,FAULTY
PLANT RESTORATION,Not Detected
PLANT RESTORATION,Not Detected
PLANT RESTORATION,Not Detected
PLANT RESTORATION,Not Detected
PLANT RESTORATION,Not Detected
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
VENTILATION,DENTED
FASTENERS,MISSING
FASTENERS,MISSING
INSULATION,DETERIORATED
FAN,CORRODED
DUCTING,CORRODED
COOLING DRAIN PAN,LEAKING
XFMR,BURNT
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOTOR,Not Detected
MOISTURE INDICATOR,FAULTY
Not Detected,LEAK
Not Detected,FAULTY
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
AIR CONDITIONING PLANT,POET
AIR CONDITIONING PLANT,POET
FILTERS,DIRTY
Not Detected,RUPTURED
1MC,DAMAGED
FCU,DEGRADED/LEAKING
VALVE,FAULTY
AIR FILTERS,DIRTY
BASE,CORRODED
HEATER,INOP
HEATER,WONT ENGAGE
VENT DUCT,DETERIORATED
VENT DAMPER,DEGRADED
VENT DAMPER,DEGRADED
VENT DAMPER,DEGRADED
VENT DAMPER,DEGRADED
LAGGING,DAMAGED
HEATING COIL,DEGRADED
PROBES,MISSING
HEATING ELEMENTS,FAULTY
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENT SYSTEM,CLEANING
VENTILATION CONTROL,Not Detected
VENT,DIRTY
VENT SYSTEM,OUT OF BALANCE
SWITCH,CALIBRATION
SCREWS,BROKEN
VALVE MANUAL OPERATOR,MISSING
VALVE MANUAL OPERATOR,MISSING
SERVICE STEAM SYSTEM,"CAPS,"
FAN COIL UNIT,FLOODED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
1MC PATCH PANEL,DEGRADED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
A/C COMPRESSOR,Not Detected
A/C COMPRESSOR,Not Detected
A/C COMPRESSOR,Not Detected
A/C COMPRESSOR,Not Detected
A/C COMPRESSOR,Not Detected
#7,Not Detected
#7,Not Detected
#7,Not Detected
#7,Not Detected
#7,Not Detected
VIBES,FAILED
VENT INLET OVERHAUL,Not Detected
Not Detected,DIRTY
Not Detected,DIRTY
PRESERVATION,DEGRADED
PRESERVATION,DEGRADED
Not Detected,RELAY
FCU,DEGRADED/LEAKING
HARDWARE,MISSING
Not Detected,PROPERLY
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
LAGGING,DEGRADED
FCU SCREWS,MISSING
AIR FILTERS,DIRTY
FCU,DIRTY
FCU,DIRTY
MOTOR CONTROLLER,DEGRADED
MOTOR CONTROLLER,DEGRADED
MOTOR,OVERHAUL
MOTOR,OVERHAUL
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
VENT ACCESS,MISSING
Not Detected,Not Detected
ACCOMPLISH SCD,Not Detected
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
FCU BOLTS,MISSING
EXCESSIVE,CORROSION
OVERLOADS,INCORRECT
PRE HEATER,RUPTURED
Not Detected,BURNT
Not Detected,MISSING
Not Detected,MISSING
VALVE,LEAKING
VALVE,LEAKING
Not Detected,M INSPECTION
7S INSPECTION,Not Detected
Not Detected,T INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
PRESERVATION,Not Detected
PRESERVATION,Not Detected
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
EXCESSIVE,CORROSION
EXCESSIVE,CORROSION
ACCESS,Not Detected
Not Detected,Not Detected
FCU,DEGRADED/LEAKING
GAUGE,REQUIRED
PREHTR COIL,RUPTURED
VENT DUCT,MISSING
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
PRESERVATION,DEGRADED
VENT DIFFUSER,MISSING
VENT DIFFUSER,MISSING
SYSTEM,DIRT
CHW PIPE,WORN
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
VENTALATION PRESERVATION,Not Detected
Not Detected,MISSING
COIL,DEGRADED
COIL,DEGRADED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
REFRIGERANT,LEAK
FY20 CIA PMS UNDER MIP 5131/68,Not Detected
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
5MC,DEGRADED
REHEATER BUTTON,BROKEN
DECKING,NEEDS PRESERVATION
FASTENERS,CORRODED
SUPPLY SYSTEM,LOW AIR FLOW
DRIP PAN,CORRODED
DRIP PAN,CORRODED
VENT,CORRODED
HEAT EXCHANGER,LEAKING
HEAT EXCHANGER,LEAKING
Not Detected,WORN
WILL,NOT RESET
WILL,NOT RESET
WILL,NOT RESET
WILL,NOT RESET
COMPONENTS,MISSING
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENT,SPACE
VENTILATION INLET PLENUM,Not Detected
VENTILATION INLET PLENUM,Not Detected
CORROSION CONTROL,Not Detected
TYPE,INCORRECT
DRIP PAN,CORRODED
FCU COIL,LEAKING
VALVE,FAILED
AIR CONDITIONING PLANT,POET
LAGGING,REPLACE
POWER,LIGHT
POWER,LIGHT
CW SPLY,Not Detected
COV VALVE CEASED,Not Detected
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
PANEL,BROKEN
VENT CLEANING,Not Detected
1MC CIRCUIT,DEGRADED
1MC CIRCUIT,DEGRADED
1MC CIRCUIT,DEGRADED
1MC CIRCUIT,DEGRADED
1MC CIRCUIT,DEGRADED
1MC CIRCUIT,DEGRADED
OVERLOAD,REPLACEMENT
FCA,LEAKING
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
IMPROPER,DRAWINGS
IMPROPER,DRAWINGS
IMPROPER,DRAWINGS
DRIP PAN,CORRODED
VENT COVER,FABRICATION
OVHD,PROTRUDING
SPEAKER,Not Detected
FCU BOLTS,PAINT
AC PLANT,COMPRESSOR OVERHAUL
HOUSING,BROKEN
AC UNIT,NEEDS REMOVAL
LAGGING,DETERIORATED
LAGGING CHILLWATER PIPING,TORN
Not Detected,Not Detected
FILTER,Not Detected
BURST,Not Detected
RELIEF VLVS,LEAKING
REFRIGERANT,LEAKING
TEMPERATURE SW,Not Detected
HANDWHEEL,MISSING RETAINER
HANDWHEEL,MISSING RETAINER
PRESSURE SWITCH,NOT MOUNTED
Not Detected,HAND WHEEL
SIZE,INCORRECT
HANDWHEEL,MISSING RETAINER
THERMOMETER,NOT CALIBRATED
GAGES,LOOSE
Not Detected,HAND WHEEL
SCREWS,MISSING
MOUNT,MISSING
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
CHILLER TUBES,CORROSION
SPEAKER MOUNT,Not Detected
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
SPEAKER,DEGRADED
DUCT,SEVERELY CORRODED
VENTILATION INLET PLENUMS,Not Detected
SPACE,CORRODED
SPACE,CORRODED
VENT COVER,INOP
ACCESS COVER,DETERIORATED
SIZE,INCORRECT
EXHAUST SCREEN,DETERIORATED
ACCESS PANEL,MISSING
DRIP PAN,CORRODED
DRIP PAN,CORRODED
DRIP PAN,CORRODED
VENTILATION INLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
REQUEST PARTS,Not Detected
REQUEST PARTS,Not Detected
REQUEST PARTS,Not Detected
REQUEST PARTS,Not Detected
REQUEST PARTS,Not Detected
REQUEST PARTS,Not Detected
FLANGE,LEAKING
VENT HOUSING,Not Detected
FILTERS,REPLACEMENT
DRIP PAN,CORRODED
DEFECTIVE,Not Detected
REFRIGERANT,LEAK
CW VALVE,LEAKING
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
Not Detected,MISSING
AIR CONDITIONING PLANT,POET
AIR CONDITIONING PLANT,POET
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,INSPECTION
Not Detected,Not Detected
CAUSING LOW AIRFLOW,DIRTY
CAUSING LOW AIRFLOW,DIRTY
BULKHEAD,RUST
Not Detected,PMS
Not Detected,PMS
Not Detected,PMS
VENT PLUGS,MISSING
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
Not Detected,TESTING
Not Detected,MISSING
FAN HOUSING,CORRODED
CAUTION TAG,Not Detected
DRIP PAN,CORRODED
AIR FILTER,DIRTY
VENTILATION SUPPLY,Not Detected
FCU,INOP
LAGGING,Not Detected
LAGGING,Not Detected
LAGGING,Not Detected
LAGGING,Not Detected
LAGGING,Not Detected
LAGGING,Not Detected
LAGGING,Not Detected
FAN COIL UNIT PANEL,Not Detected
FAN COIL UNIT PANEL,Not Detected
STEAM,LEAK
DRIP PAN,CORRODED
DRIP PAN,CORRODED
VENT,Not Detected
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT FAN,BROKEN
VENT SYSTEM,DIRTY
Not Detected,DAMAGED
CONDENSER CLEANING,Not Detected
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
CONDENSER WATER,CONTR
Not Detected,MISSING PARTS
AIR FILTERS,DIRTY
Not Detected,NOT SEATING
